Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases)
18-05-2021,Andaman and Nicobar Islands,380395,6674,,,,,,,,,,
19-05-2021,Andaman and Nicobar Islands,380853,6709,,,,,,,,,,
20-05-2021,Andaman and Nicobar Islands,381349,6758,,,,,,,,,,
21-05-2021,Andaman and Nicobar Islands,382015,6789,,,,,,,,,,
22-05-2021,Andaman and Nicobar Islands,382640,6820,,,,,,,,,,
23-05-2021,Andaman and Nicobar Islands,383265,6844,,,,,,,,,,
24-05-2021,Andaman and Nicobar Islands,383396,6853,,,,,,,,,,
25-05-2021,Andaman and Nicobar Islands,383727,6878,,,,,,,,,,
26-05-2021,Andaman and Nicobar Islands,384188,6901,,,,,,,,,,
27-05-2021,Andaman and Nicobar Islands,384528,6917,,,,,,,,,,
28-05-2021,Andaman and Nicobar Islands,385020,6936,,,,,,,,,,
29-05-2021,Andaman and Nicobar Islands,385564,6964,,,,,,,,,,
30-05-2021,Andaman and Nicobar Islands,385988,6984,,,,,,,,,,
31-05-2021,Andaman and Nicobar Islands,386613,7005,,,,,,,,,,
01-06-2021,Andaman and Nicobar Islands,387348,7018,,,,,,,,,,
02-06-2021,Andaman and Nicobar Islands,387871,7043,,,,,,,,,,
03-06-2021,Andaman and Nicobar Islands,388486,7070,,,,,,,,,,
04-06-2021,Andaman and Nicobar Islands,389152,7088,,,,,,,,,,
05-06-2021,Andaman and Nicobar Islands,389785,7105,,,,,,,,,,
06-06-2021,Andaman and Nicobar Islands,390574,7119,,,,,,,,,,
07-06-2021,Andaman and Nicobar Islands,391273,7131,,,,,,,,,,
08-06-2021,Andaman and Nicobar Islands,392095,7154,,,,,,,,,,
09-06-2021,Andaman and Nicobar Islands,392974,7168,,,,,,,,,,
10-06-2021,Andaman and Nicobar Islands,393692,7197,,,,,,,,,,
11-06-2021,Andaman and Nicobar Islands,394822,7233,,,,,,,,,,
12-06-2021,Andaman and Nicobar Islands,395624,7243,,,,,,,,,,
13-06-2021,Andaman and Nicobar Islands,396534,7261,,,,,,,,,,
14-06-2021,Andaman and Nicobar Islands,397190,7269,,,,,,,,,,
15-06-2021,Andaman and Nicobar Islands,397953,7280,,,,,,,,,,
16-06-2021,Andaman and Nicobar Islands,398852,7306,,,,,,,,,,
17-06-2021,Andaman and Nicobar Islands,399580,7335,,,,,,,,,,
18-06-2021,Andaman and Nicobar Islands,400211,7363,,,,,,,,,,
19-06-2021,Andaman and Nicobar Islands,400997,7394,,,,,,,,,,
20-06-2021,Andaman and Nicobar Islands,401769,7406,,,,,,,,,,
21-06-2021,Andaman and Nicobar Islands,402629,7415,,,,,,,,,,
22-06-2021,Andaman and Nicobar Islands,403616,7425,,,,,,,,,,
23-06-2021,Andaman and Nicobar Islands,404494,7438,,,,,,,,,,
24-06-2021,Andaman and Nicobar Islands,405197,7440,,,,,,,,,,
25-06-2021,Andaman and Nicobar Islands,405887,7441,,,,,,,,,,
26-06-2021,Andaman and Nicobar Islands,406529,7446,,,,,,,,,,
27-06-2021,Andaman and Nicobar Islands,407488,7455,,,,,,,,,,
28-06-2021,Andaman and Nicobar Islands,408220,7462,,,,,,,,,,
29-06-2021,Andaman and Nicobar Islands,409212,7466,,,,,,,,,,
30-06-2021,Andaman and Nicobar Islands,409890,7467,,,,,,,,,,
01-07-2021,Andaman and Nicobar Islands,410741,7469,,,,,,,,,,
02-07-2021,Andaman and Nicobar Islands,411442,7475,,,,,,,,,,
03-07-2021,Andaman and Nicobar Islands,412361,7478,,,,,,,,,,
04-07-2021,Andaman and Nicobar Islands,413316,7482,,,,,,,,,,
05-07-2021,Andaman and Nicobar Islands,414166,7482,,,,,,,,,,
06-07-2021,Andaman and Nicobar Islands,415066,7487,,,,,,,,,,
07-07-2021,Andaman and Nicobar Islands,416065,7491,,,,,,,,,,
08-07-2021,Andaman and Nicobar Islands,416815,7492,,,,,,,,,,
09-07-2021,Andaman and Nicobar Islands,417598,7492,,,,,,,,,,
10-07-2021,Andaman and Nicobar Islands,418550,7492,,,,,,,,,,
11-07-2021,Andaman and Nicobar Islands,419287,7492,,,,,,,,,,
12-07-2021,Andaman and Nicobar Islands,420157,7493,,,,,,,,,,
13-07-2021,Andaman and Nicobar Islands,421108,7496,,,,,,,,,,
14-07-2021,Andaman and Nicobar Islands,421940,7499,,,,,,,,,,
15-07-2021,Andaman and Nicobar Islands,422876,7501,,,,,,,,,,
16-07-2021,Andaman and Nicobar Islands,423910,7505,,,,,,,,,,
17-07-2021,Andaman and Nicobar Islands,425268,7506,,,,,,,,,,
18-07-2021,Andaman and Nicobar Islands,426511,7510,,,,,,,,,,
19-07-2021,Andaman and Nicobar Islands,427711,7516,,,,,,,,,,
20-07-2021,Andaman and Nicobar Islands,428751,,,,,,,,,,,
21-07-2021,Andaman and Nicobar Islands,429739,,,,,,,,,,,
22-07-2021,Andaman and Nicobar Islands,430415,,,,,,,,,,,
23-07-2021,Andaman and Nicobar Islands,431486,,,,,,,,,,,
24-07-2021,Andaman and Nicobar Islands,432627,,,,,,,,,,,
25-07-2021,Andaman and Nicobar Islands,433596,,,,,,,,,,,
26-07-2021,Andaman and Nicobar Islands,434929,,,,,,,,,,,
27-07-2021,Andaman and Nicobar Islands,436240,,,,,,,,,,,
28-07-2021,Andaman and Nicobar Islands,437301,,,,,,,,,,,
29-07-2021,Andaman and Nicobar Islands,438456,,,,,,,,,,,
30-07-2021,Andaman and Nicobar Islands,439639,,,,,,,,,,,
31-07-2021,Andaman and Nicobar Islands,440870,,,,,,,,,,,
01-08-2021,Andaman and Nicobar Islands,442063,,,,,,,,,,,
02-08-2021,Andaman and Nicobar Islands,443192,,,,,,,,,,,
03-08-2021,Andaman and Nicobar Islands,444838,,,,,,,,,,,
04-08-2021,Andaman and Nicobar Islands,445987,,,,,,,,,,,
05-08-2021,Andaman and Nicobar Islands,447339,,,,,,,,,,,
06-08-2021,Andaman and Nicobar Islands,448882,,,,,,,,,,,
07-08-2021,Andaman and Nicobar Islands,450208,,,,,,,,,,,
08-08-2021,Andaman and Nicobar Islands,451415,,,,,,,,,,,
09-08-2021,Andaman and Nicobar Islands,452587,,,,,,,,,,,
10-08-2021,Andaman and Nicobar Islands,453934,,,,,,,,,,,
11-08-2021,Andaman and Nicobar Islands,455101,,,,,,,,,,,
12-08-2021,Andaman and Nicobar Islands,456247,,,,,,,,,,,
13-08-2021,Andaman and Nicobar Islands,457530,,,,,,,,,,,
14-08-2021,Andaman and Nicobar Islands,458881,,,,,,,,,,,
15-08-2021,Andaman and Nicobar Islands,459903,,,,,,,,,,,
16-08-2021,Andaman and Nicobar Islands,461421,,,,,,,,,,,
17-08-2021,Andaman and Nicobar Islands,463317,,,,,,,,,,,
18-08-2021,Andaman and Nicobar Islands,465502,,,,,,,,,,,
19-08-2021,Andaman and Nicobar Islands,467535,,,,,,,,,,,
20-08-2021,Andaman and Nicobar Islands,469406,,,,,,,,,,,
21-08-2021,Andaman and Nicobar Islands,471525,,,,,,,,,,,
22-08-2021,Andaman and Nicobar Islands,472803,,,,,,,,,,,
23-08-2021,Andaman and Nicobar Islands,474665,,,,,,,,,,,
24-08-2021,Andaman and Nicobar Islands,476828,,,,,,,,,,,
25-08-2021,Andaman and Nicobar Islands,478969,,,,,,,,,,,
26-08-2021,Andaman and Nicobar Islands,480928,,,,,,,,,,,
27-08-2021,Andaman and Nicobar Islands,482951,,,,,,,,,,,
28-08-2021,Andaman and Nicobar Islands,484869,,,,,,,,,,,
29-08-2021,Andaman and Nicobar Islands,486944,,,,,,,,,,,
30-08-2021,Andaman and Nicobar Islands,488646,,,,,,,,,,,
31-08-2021,Andaman and Nicobar Islands,490652,,,,,,,,,,,
01-09-2021,Andaman and Nicobar Islands,492647,,,,,,,,,,,
02-09-2021,Andaman and Nicobar Islands,494555,,,,,,,,,,,
03-09-2021,Andaman and Nicobar Islands,496179,,,,,,,,,,,
04-09-2021,Andaman and Nicobar Islands,498055,,,,,,,,,,,
05-09-2021,Andaman and Nicobar Islands,499979,,,,,,,,,,,
06-09-2021,Andaman and Nicobar Islands,501988,,,,,,,,,,,
07-09-2021,Andaman and Nicobar Islands,504146,,,,,,,,,,,
08-09-2021,Andaman and Nicobar Islands,506028,,,,,,,,,,,
09-09-2021,Andaman and Nicobar Islands,508157,,,,,,,,,,,
10-09-2021,Andaman and Nicobar Islands,510069,,,,,,,,,,,
11-09-2021,Andaman and Nicobar Islands,511969,,,,,,,,,,,
12-09-2021,Andaman and Nicobar Islands,513687,,,,,,,,,,,
13-09-2021,Andaman and Nicobar Islands,515139,,,,,,,,,,,
14-09-2021,Andaman and Nicobar Islands,517648,,,,,,,,,,,
15-09-2021,Andaman and Nicobar Islands,519910,,,,,,,,,,,
16-09-2021,Andaman and Nicobar Islands,522279,,,,,,,,,,,
17-09-2021,Andaman and Nicobar Islands,524696,,,,,,,,,,,
18-09-2021,Andaman and Nicobar Islands,527246,,,,,,,,,,,
19-09-2021,Andaman and Nicobar Islands,529828,,,,,,,,,,,
20-09-2021,Andaman and Nicobar Islands,532511,,,,,,,,,,,
21-09-2021,Andaman and Nicobar Islands,534985,,,,,,,,,,,
22-09-2021,Andaman and Nicobar Islands,537184,,,,,,,,,,,
23-09-2021,Andaman and Nicobar Islands,539577,,,,,,,,,,,
24-09-2021,Andaman and Nicobar Islands,542063,,,,,,,,,,,
25-09-2021,Andaman and Nicobar Islands,544159,,,,,,,,,,,
26-09-2021,Andaman and Nicobar Islands,545708,,,,,,,,,,,
27-09-2021,Andaman and Nicobar Islands,547050,,,,,,,,,,,
28-09-2021,Andaman and Nicobar Islands,548546,,,,,,,,,,,
29-09-2021,Andaman and Nicobar Islands,550232,,,,,,,,,,,
30-09-2021,Andaman and Nicobar Islands,552153,,,,,,,,,,,
01-10-2021,Andaman and Nicobar Islands,554312,,,,,,,,,,,
02-10-2021,Andaman and Nicobar Islands,556135,,,,,,,,,,,
03-10-2021,Andaman and Nicobar Islands,557749,,,,,,,,,,,
04-10-2021,Andaman and Nicobar Islands,559092,,,,,,,,,,,
05-10-2021,Andaman and Nicobar Islands,560925,,,,,,,,,,,
06-10-2021,Andaman and Nicobar Islands,562716,,,,,,,,,,,
07-10-2021,Andaman and Nicobar Islands,564433,,,,,,,,,,,
08-10-2021,Andaman and Nicobar Islands,565922,,,,,,,,,,,
09-10-2021,Andaman and Nicobar Islands,567652,,,,,,,,,,,
10-10-2021,Andaman and Nicobar Islands,569082,,,,,,,,,,,
11-10-2021,Andaman and Nicobar Islands,570492,,,,,,,,,,,
12-10-2021,Andaman and Nicobar Islands,572193,,,,,,,,,,,
13-10-2021,Andaman and Nicobar Islands,573798,,,,,,,,,,,
14-10-2021,Andaman and Nicobar Islands,575298,,,,,,,,,,,
15-10-2021,Andaman and Nicobar Islands,576761,,,,,,,,,,,
16-10-2021,Andaman and Nicobar Islands,577703,,,,,,,,,,,
17-10-2021,Andaman and Nicobar Islands,579071,,,,,,,,,,,
18-10-2021,Andaman and Nicobar Islands,580274,,,,,,,,,,,
19-10-2021,Andaman and Nicobar Islands,581843,,,,,,,,,,,
20-10-2021,Andaman and Nicobar Islands,583314,,,,,,,,,,,
21-10-2021,Andaman and Nicobar Islands,584772,,,,,,,,,,,
22-10-2021,Andaman and Nicobar Islands,586240,,,,,,,,,,,
23-10-2021,Andaman and Nicobar Islands,587939,,,,,,,,,,,
24-10-2021,Andaman and Nicobar Islands,589097,,,,,,,,,,,
25-10-2021,Andaman and Nicobar Islands,590432,,,,,,,,,,,
26-10-2021,Andaman and Nicobar Islands,591576,,,,,,,,,,,
27-10-2021,Andaman and Nicobar Islands,592748,,,,,,,,,,,
28-10-2021,Andaman and Nicobar Islands,594049,,,,,,,,,,,
29-10-2021,Andaman and Nicobar Islands,595397,,,,,,,,,,,
30-10-2021,Andaman and Nicobar Islands,596657,,,,,,,,,,,
31-10-2021,Andaman and Nicobar Islands,598033,,,,,,,,,,,
02-04-2020,Andhra Pradesh,1800,132,1175,493,,,,,,,,
10-04-2020,Andhra Pradesh,6374,365,6009,,,,,,,,,
11-04-2020,Andhra Pradesh,6958,381,6577,,,,,,,,,
12-04-2020,Andhra Pradesh,6958,405,6553,,,,,,,,,
13-04-2020,Andhra Pradesh,8755,432,8323,,,,,,,,,
14-04-2020,Andhra Pradesh,10505,473,10032,,,,,,,,,
15-04-2020,Andhra Pradesh,11613,525,11088,,,,,,,,,
16-04-2020,Andhra Pradesh,20235,534,19701,,,,,,,,,
17-04-2020,Andhra Pradesh,20235,572,,,,,,,,,,
18-04-2020,Andhra Pradesh,21450,603,20487,,,,,,,,,
19-04-2020,Andhra Pradesh,26958,647,26311,,,,,,,,,
20-04-2020,Andhra Pradesh,30733,722,30011,,,,,,,,,
21-04-2020,Andhra Pradesh,35755,757,34998,,,,,,,,,
22-04-2020,Andhra Pradesh,41512,813,40699,,,,,,,,,
23-04-2020,Andhra Pradesh,48032,893,47139,,,,,,,,,
24-04-2020,Andhra Pradesh,54338,955,53383,,,,,,,,,
25-04-2020,Andhra Pradesh,61266,1016,60250,,,,,,,,,
26-04-2020,Andhra Pradesh,68034,1097,66937,,,,,,,,,
27-04-2020,Andhra Pradesh,74551,1177,73374,,,,,,,,,
28-04-2020,Andhra Pradesh,80334,1259,79075,,,,,,,,,
29-04-2020,Andhra Pradesh,88061,1332,86729,,,,,,,,,
30-04-2020,Andhra Pradesh,94558,1403,93155,,,,,,,,,
01-05-2020,Andhra Pradesh,102460,1463,100997,,,,,,,,,
02-05-2020,Andhra Pradesh,108403,1525,106878,,,,,,,,,
03-05-2020,Andhra Pradesh,114937,1583,113354,,,,,,,,,
04-05-2020,Andhra Pradesh,125229,1650,123579,,,,,,,,,
05-05-2020,Andhra Pradesh,133492,1717,131775,,,,,,,,,
06-05-2020,Andhra Pradesh,141274,1777,139497,,,,,,,,,
07-05-2020,Andhra Pradesh,149361,1833,147528,,,,,,,,,
08-05-2020,Andhra Pradesh,156681,1887,154794,,,,,,,,,
09-05-2020,Andhra Pradesh,165069,1930,163139,,,,,,,,,
10-05-2020,Andhra Pradesh,173735,1980,171755,,,,,,,,,
11-05-2020,Andhra Pradesh,181144,2018,179126,,,,,,,,,
12-05-2020,Andhra Pradesh,191874,2051,189823,,,,,,,,,
13-05-2020,Andhra Pradesh,201196,2137,199059,,,,,,,,,
14-05-2020,Andhra Pradesh,210452,2100,208247,,,,,,,,,
15-05-2020,Andhra Pradesh,219490,2157,217183,,,,,,,,,
16-05-2020,Andhra Pradesh,,,,,,,,,,,,
17-05-2020,Andhra Pradesh,238998,2230,236618,,,,,,,,,
18-05-2020,Andhra Pradesh,248771,2282,246279,,,,,,,,,
19-05-2020,Andhra Pradesh,258450,2339,255961,,,,,,,,,
20-05-2020,Andhra Pradesh,267612,2407,265052,,,,,,,,,
21-05-2020,Andhra Pradesh,275704,2452,273099,,,,,,,,,
22-05-2020,Andhra Pradesh,284119,2514,281452,,,,,,,,,
23-05-2020,Andhra Pradesh,292969,2561,290255,,,,,,,,,
24-05-2020,Andhra Pradesh,304326,2627,301529,,,,,,,,,
25-05-2020,Andhra Pradesh,314566,2671,311680,,,,,,,,,
26-05-2020,Andhra Pradesh,322714,2719,319731,,,,,,,,,
27-05-2020,Andhra Pradesh,332378,2787,329261,,,,,,,,,
28-05-2020,Andhra Pradesh,342236,2841,338991,,,,,,,,,
29-05-2020,Andhra Pradesh,353874,2874,350544,,,,,,,,,
30-05-2020,Andhra Pradesh,363378,2944,359917,,,,,,,,,
31-05-2020,Andhra Pradesh,372748,3045,369177,,,,,,,,,
01-06-2020,Andhra Pradesh,383315,3118,379639,,,,,,,,,
02-06-2020,Andhra Pradesh,395681,3200,391890,,,,,,,,,
03-06-2020,Andhra Pradesh,403747,3279,399776,,,,,,,,,
04-06-2020,Andhra Pradesh,413733,3377,409621,,,,,,,,,
05-06-2020,Andhra Pradesh,423564,3427,419314,,,,,,,,,
06-06-2020,Andhra Pradesh,436335,3588,431875,,,,,,,,,
07-06-2020,Andhra Pradesh,454030,3718,449371,,,,,,,,,
08-06-2020,Andhra Pradesh,468276,3843,463463,,,,,,,,,
09-06-2020,Andhra Pradesh,483361,3990,478332,,,,,,,,,
10-06-2020,Andhra Pradesh,498716,4126,493469,,,,,,,,,
11-06-2020,Andhra Pradesh,510318,4261,504889,,,,,,,,,
12-06-2020,Andhra Pradesh,522093,4402,516457,,,,,,,,,
13-06-2020,Andhra Pradesh,536570,4588,530712,,,,,,,,,
14-06-2020,Andhra Pradesh,552202,4841,546050,,,,,,,,,
15-06-2020,Andhra Pradesh,567375,5087,560919,,,,,,,,,
16-06-2020,Andhra Pradesh,583286,5280,576566,,,,,,,,,
17-06-2020,Andhra Pradesh,598474,5555,591403,,,,,,,,,
18-06-2020,Andhra Pradesh,612397,5854,604901,,,,,,,,,
19-06-2020,Andhra Pradesh,630006,7961,622045,,,,,,,,,
20-06-2020,Andhra Pradesh,652377,8452,643925,,,,,,,,,
21-06-2020,Andhra Pradesh,676828,8929,667899,,,,,,,,,
22-06-2020,Andhra Pradesh,693548,9372,684176,,,,,,,,,
23-06-2020,Andhra Pradesh,714187,9834,704353,,,,,,,,,
24-06-2020,Andhra Pradesh,750234,10331,739903,,,,,,,,,
25-06-2020,Andhra Pradesh,769319,10884,758435,,,,,,,,,
26-06-2020,Andhra Pradesh,791624,11489,780135,,,,,,,,,
27-06-2020,Andhra Pradesh,816082,12285,803797,,,,,,,,,
28-06-2020,Andhra Pradesh,841860,13098,828762,,,,,,,,,
29-06-2020,Andhra Pradesh,872076,13891,858185,,,,,,,,,
30-06-2020,Andhra Pradesh,890190,14595,875595,,,,,,,,,
01-07-2020,Andhra Pradesh,918429,15252,903177,,,,,,,,,
02-07-2020,Andhra Pradesh,932713,16097,916616,,,,,,,,,
03-07-2020,Andhra Pradesh,971611,16934,954677,,,,,,,,,
04-07-2020,Andhra Pradesh,996573,17699,978874,,,,,,,,,
05-07-2020,Andhra Pradesh,1017140,18697,998443,,,,,,,,,
06-07-2020,Andhra Pradesh,1033852,20019,1013833,,,,,,,,,
07-07-2020,Andhra Pradesh,1050090,21197,1028897,,,,,,,,,
08-07-2020,Andhra Pradesh,1077733,22259,1055474,,,,,,,,,
09-07-2020,Andhra Pradesh,1094615,23814,1070801,,,,,,,,,
10-07-2020,Andhra Pradesh,1115635,25422,1090213,,,,,,,,,
11-07-2020,Andhra Pradesh,1136225,27235,1108990,,,,,,,,,
12-07-2020,Andhra Pradesh,1153849,29168,1124681,,,,,,,,,
13-07-2020,Andhra Pradesh,1173096,31103,1141993,,,,,,,,,
14-07-2020,Andhra Pradesh,1195766,33019,1162747,,,,,,,,,
15-07-2020,Andhra Pradesh,1217963,35451,1182512,,,,,,,,,
16-07-2020,Andhra Pradesh,1240267,38044,1202223,,,,,,,,,
17-07-2020,Andhra Pradesh,1260512,40646,1219866,,,,,,,,,
18-07-2020,Andhra Pradesh,1284384,44609,1239775,,,,,,,,,
19-07-2020,Andhra Pradesh,1315532,49650,1265882,,,,,,,,,
20-07-2020,Andhra Pradesh,1349112,53724,1295388,,,,,,,,,
21-07-2020,Andhra Pradesh,1386274,58668,1327606,,,,,,,,,
22-07-2020,Andhra Pradesh,1435827,64713,1371114,,,,,,,,,
23-07-2020,Andhra Pradesh,1493879,72711,1421168,,,,,,,,,
24-07-2020,Andhra Pradesh,1541993,80858,1461135,,,,,,,,,
25-07-2020,Andhra Pradesh,1595674,88671,1507003,,,,,,,,,
26-07-2020,Andhra Pradesh,1643319,96298,1547021,,,,,,,,,
27-07-2020,Andhra Pradesh,1686446,102349,1584097,,,,,,,,,
28-07-2020,Andhra Pradesh,1749425,110297,1639128,,,,,,,,,
29-07-2020,Andhra Pradesh,1820009,120390,1699619,,,,,,,,,
30-07-2020,Andhra Pradesh,1890077,130557,1759520,,,,,,,,,
31-07-2020,Andhra Pradesh,1951776,140933,1810843,,,,,,,,,
01-08-2020,Andhra Pradesh,2012573,150209,1862364,,,,,,,,,
02-08-2020,Andhra Pradesh,2065407,158764,1906643,,,,,,,,,
03-08-2020,Andhra Pradesh,2110923,166586,1944337,,,,,,,,,
04-08-2020,Andhra Pradesh,2175070,176333,1998737,,,,,,,,,
05-08-2020,Andhra Pradesh,2235646,186461,2049185,,,,,,,,,
06-08-2020,Andhra Pradesh,2299332,196789,2102543,,,,,,,,,
07-08-2020,Andhra Pradesh,2362270,206960,2155310,,,,,,,,,
08-08-2020,Andhra Pradesh,2424393,217040,2207353,,,,,,,,,
09-08-2020,Andhra Pradesh,2487305,227860,2259445,,,,,,,,,
10-08-2020,Andhra Pradesh,2534304,235525,2298779,,,,,,,,,
11-08-2020,Andhra Pradesh,2592619,,2348070,,,,,,,,,
12-08-2020,Andhra Pradesh,2649767,,2395621,,,,,,,,,
13-08-2020,Andhra Pradesh,2705459,,2441317,,,,,,,,,
14-08-2020,Andhra Pradesh,2758485,,2485400,,,,,,,,,
15-08-2020,Andhra Pradesh,2812197,,2530380,,,,,,,,,
16-08-2020,Andhra Pradesh,2860943,,2571114,,,,,,,,,
17-08-2020,Andhra Pradesh,2905521,,2608912,,,,,,,,,
18-08-2020,Andhra Pradesh,2961611,,2658245,,,,,,,,,
19-08-2020,Andhra Pradesh,3019296,,2703293,,,,,,,,,
20-08-2020,Andhra Pradesh,3074847,,2749451,,,,,,,,,
21-08-2020,Andhra Pradesh,3129857,,2794917,,,,,,,,,
22-08-2020,Andhra Pradesh,3191326,,2846110,,,,,,,,,
23-08-2020,Andhra Pradesh,3238038,,2884927,,,,,,,,,
24-08-2020,Andhra Pradesh,3292501,,2930789,,,,,,,,,
25-08-2020,Andhra Pradesh,3356852,,2985213,,,,,,,,,
26-08-2020,Andhra Pradesh,3418690,,3036221,,,,,,,,,
27-08-2020,Andhra Pradesh,3479990,,3086900,,,,,,,,,
28-08-2020,Andhra Pradesh,3541321,,3137705,,,,,,,,,
29-08-2020,Andhra Pradesh,3603345,,3189181,,,,,,,,,
30-08-2020,Andhra Pradesh,3666422,,3241655,,,,,,,,,
31-08-2020,Andhra Pradesh,3722912,,3288141,,,,,,,,,
01-09-2020,Andhra Pradesh,3782746,,3337607,,,,,,,,,
02-09-2020,Andhra Pradesh,3843550,,3388019,,,,,,,,,
03-09-2020,Andhra Pradesh,3905775,,3442940,,,,,,,,,
04-09-2020,Andhra Pradesh,3965694,,3492083,,,,,,,,,
05-09-2020,Andhra Pradesh,4035317,,3547986,,,,,,,,,
06-09-2020,Andhra Pradesh,4107890,,3612660,,,,,,,,,
07-09-2020,Andhra Pradesh,4166077,,3659584,,,,,,,,,
08-09-2020,Andhra Pradesh,4237070,,3719976,,,,,,,,,
09-09-2020,Andhra Pradesh,4308762,,3781250,,,,,,,,,
10-09-2020,Andhra Pradesh,4380991,,3843304,,,,,,,,,
11-09-2020,Andhra Pradesh,4452128,,3904442,,,,,,,,,
12-09-2020,Andhra Pradesh,4527593,,3970006,,,,,,,,,
13-09-2020,Andhra Pradesh,4599826,,4032703,,,,,,,,,
14-09-2020,Andhra Pradesh,4661355,,4086276,,,,,,,,,
15-09-2020,Andhra Pradesh,4731866,,4147941,,,,,,,,,
16-09-2020,Andhra Pradesh,4806879,,4214119,,,,,,,,,
17-09-2020,Andhra Pradesh,4884371,,4282909,,,,,,,,,
18-09-2020,Andhra Pradesh,4959081,,4349523,,,,,,,,,
19-09-2020,Andhra Pradesh,5033676,,,,,,,,,,,
20-09-2020,Andhra Pradesh,5104131,,,,,,,,,,,
21-09-2020,Andhra Pradesh,5160700,,4528951,,,,,,,,,
22-09-2020,Andhra Pradesh,5229529,,4590227,,,,,,,,,
23-09-2020,Andhra Pradesh,5302367,,4655837,,,,,,,,,
24-09-2020,Andhra Pradesh,5378367,,4723982,,,,,,,,,
25-09-2020,Andhra Pradesh,5447796,,4786338,,,,,,,,,
26-09-2020,Andhra Pradesh,5523786,,4855035,,,,,,,,,
27-09-2020,Andhra Pradesh,5600202,,4924528,,,,,,,,,
28-09-2020,Andhra Pradesh,5666323,,4985162,,,,,,,,,
29-09-2020,Andhra Pradesh,5734752,,5047401,,,,,,,,,
30-09-2020,Andhra Pradesh,5806558,,5113074,,,,,,,,,
01-10-2020,Andhra Pradesh,5878135,,5177900,,,,,,,,,
02-10-2020,Andhra Pradesh,5948534,,5241744,,,,,,,,,
03-10-2020,Andhra Pradesh,6021395,,5308381,,,,,,,,,
04-10-2020,Andhra Pradesh,6094206,,,,,,,,,,,
05-10-2020,Andhra Pradesh,6150351,,5426839,,,,,,,,,
06-10-2020,Andhra Pradesh,6216240,,5486933,,,,,,,,,
07-10-2020,Andhra Pradesh,6283009,,5548582,,,,,,,,,
08-10-2020,Andhra Pradesh,6349953,,5610234,,,,,,,,,
09-10-2020,Andhra Pradesh,6420474,,5675610,,,,,,,,,
10-10-2020,Andhra Pradesh,6494099,,,,,,,,,,,
11-10-2020,Andhra Pradesh,6569616,,5813889,,,,,,,,,
12-10-2020,Andhra Pradesh,6630728,,5871777,,,,,,,,,
13-10-2020,Andhra Pradesh,6702810,,5939237,,,,,,,,,
14-10-2020,Andhra Pradesh,6772273,,6004808,,,,,,,,,
15-10-2020,Andhra Pradesh,6846040,,6074537,,,,,,,,,
16-10-2020,Andhra Pradesh,6920377,,6144907,,,,,,,,,
17-10-2020,Andhra Pradesh,6991258,,6212112,,,,,,,,,
18-10-2020,Andhra Pradesh,7066203,,6283071,,,,,,,,,
19-10-2020,Andhra Pradesh,7127533,,6341483,,,,,,,,,
20-10-2020,Andhra Pradesh,7196628,,6407075,,,,,,,,,
21-10-2020,Andhra Pradesh,7271050,,6477751,,,,,,,,,
22-10-2020,Andhra Pradesh,7347776,,6550857,,,,,,,,,
23-10-2020,Andhra Pradesh,7428014,,6627330,,,,,,,,,
24-10-2020,Andhra Pradesh,7502933,,,,,,,,,,,
25-10-2020,Andhra Pradesh,7570352,,,,,,,,,,,
26-10-2020,Andhra Pradesh,7621896,,,,,,,,,,,
27-10-2020,Andhra Pradesh,7696653,,6884828,,,,,,,,,
28-10-2020,Andhra Pradesh,7773681,,6958907,,,,,,,,,
29-10-2020,Andhra Pradesh,7862459,,7044780,,,,,,,,,
30-10-2020,Andhra Pradesh,7946860,,7126295,,,,,,,,,
31-10-2020,Andhra Pradesh,8028905,,,,,,,,,,,
01-11-2020,Andhra Pradesh,8117685,,,,,,,,,,,
02-11-2020,Andhra Pradesh,8182266,,7354384,,,,,,,,,
03-11-2020,Andhra Pradesh,8266800,,7436069,,,,,,,,,
04-11-2020,Andhra Pradesh,8342265,,7509057,,,,,,,,,
05-11-2020,Andhra Pradesh,8427629,,7591676,,,,,,,,,
06-11-2020,Andhra Pradesh,8507230,,7668867,,,,,,,,,
07-11-2020,Andhra Pradesh,8587312,,,,,,,,,,,
08-11-2020,Andhra Pradesh,8663975,,7821008,,,,,,,,,
09-11-2020,Andhra Pradesh,8725025,,7880666,,,,,,,,,
10-11-2020,Andhra Pradesh,8792935,,7946690,,,,,,,,,
